source,contest,severity,title,description_excerpt,pattern_matched
Sherlock,Teller Finance 2024-04,High,STANDARD_EXPANSION_FACTOR causes insufficient collateral,"STANDARD_EXPANSION_FACTOR multiplication leads to undercollateralized loans exposing lenders to default risk",balance+manipulation
Sherlock,Teller Finance 2024-04,High,Incorrect min/max for oracle prices enables sandwich attacks,"Incorrect min/max values for oracle prices allow sandwich attacks on lending operations",oracle+staleness
Sherlock,Teller Finance 2024-04,High,Escrowed repayments cannot be retrieved from escrow vault,"Escrowed repayments are permanently locked in escrow vault with no retrieval mechanism",balance+manipulation
Sherlock,Teller Finance 2024-04,High,ALL liquidation operations vulnerable to sandwich attacks,"All liquidation operations are vulnerable to sandwich attacks due to lack of slippage protection",frontrun+MEV
Sherlock,Teller Finance 2024-04,High,Using slot0 for position price easily manipulated,"Using Uniswap slot0 for position price is easily manipulated within a single transaction via flash loans",price+manipulation
Sherlock,Teller Finance 2024-04,High,Borrowing at lower interest rates via manipulation,"Attacker can manipulate pool state to borrow at artificially lower interest rates causing protocol revenue loss",price+manipulation
Sherlock,Teller Finance 2024-04,High,Collateral tokens frozen in LenderCommitmentGroup_Smart,"Collateral tokens permanently frozen in LenderCommitmentGroup_Smart contract after certain operations",balance+manipulation
Sherlock,Teller Finance 2024-04,High,USDT incompatibility due to missing return value,"transferFrom incompatibility with USDT and certain tokens that don't return boolean values on transfer",token+integration
Sherlock,Teller Finance 2024-04,High,Interest exclusion in defaulted loan liquidation,"Interest not included in defaulted loan liquidation calculations causing losses for lenders",liquidation+auction
Sherlock,Zivoe 2024-03,High,Reward rate can be diluted in rewards contracts,"Reward rate dilution allows attackers to reduce effective rewards for legitimate stakers by manipulating deposit timing",balance+manipulation
Sherlock,Zivoe 2024-03,High,Loss of rewards if withdraw() before revoke,"Potential loss of rewards and incorrect _totalSupply accounting if user executes withdraw() before being revoked",balance+manipulation
Sherlock,Zivoe 2024-03,High,Incorrect _checkpoints update in revokeVestingSchedule,"Incorrect updation of _checkpoints[account] in revokeVestingSchedule() can mess up accounting of votes",governance+attack
Sherlock,Zivoe 2024-03,High,revokeVestingSchedule incorrectly decreases _totalSupply,"ZivoeRewardsVesting::revokeVestingSchedule incorrectly decreases the total staking supply _totalSupply by wrong amount",balance+manipulation
Sherlock,Zivoe 2024-03,High,Unrestricted Access to depositReward(),"depositReward() in ZivoeRewards.sol can be called by anyone with any asset leading to lost or locked funds",access+control
Sherlock,Zivoe 2024-03,High,_writeCheckpoint called with wrong amounts after withdrawal,"_writeCheckpoint function is called with wrong amounts for a user if some tokens have already been withdrawn",balance+manipulation
Sherlock,Zivoe 2024-03,High,Attacker can nullify rewards in ZivoeRewards,"Attacker can nullify rewards in ZivoeRewards and ZivoeRewardsVesting by manipulating reward rate calculation",balance+manipulation
Sherlock,Zivoe 2024-03,High,Distribution of ZVE Tokens not supplied as intended,"Distribution of ZVE Tokens to ITO users not supplied as intended due to accounting error in distribution logic",balance+manipulation
Sherlock,Zivoe 2024-03,High,Severe dust in rewards calculation,"Severe dust accumulation in rewards of ZivoeRewards and ZivoeRewardsVesting causes loss of reward tokens",decimal+precision
Sherlock,Zivoe 2024-03,High,totalSupply() issues with vest amount calculation,"Usage of totalSupply() may introduce issues with calculating vest amounts due to timing of supply updates",balance+manipulation
Sherlock,Zivoe 2024-03,High,revokeVestingSchedule may set user votes to wrong value,"ZivoeRewardsVesting.revokeVestingSchedule() may set user votes to wrong value corrupting governance state",governance+attack
Sherlock,Zivoe 2024-03,High,Griefing attack via depositReward(),"Griefing attack to manipulate reward emissions via depositReward() by depositing small amounts frequently",balance+manipulation
Sherlock,Zivoe 2024-03,High,ZVE tokens stuck in ZivoeRewardsVesting due to underflow,"ZVE tokens permanently stuck in ZivoeRewardsVesting due to arithmetic underflow in withdrawal calculations",balance+manipulation
Sherlock,Zivoe 2024-03,High,Calculating total supplies in revokeVestingSchedule causes DOS,"Incorrect total supply calculation in revokeVestingSchedule() may cause denial of service via underflow revert",balance+manipulation
Sherlock,Zivoe 2024-03,High,Users can still vote after vest is revoked,"Users retain voting power after their vesting schedule is revoked allowing manipulation of governance decisions",governance+attack
Sherlock,Zivoe 2024-03,High,totalSupply checkpoints updated incorrectly,"totalSupply checkpoints updated with wrong values causing incorrect governance weight calculations across the protocol",governance+attack
Sherlock,Zivoe 2024-03,High,Attacker can reduce reward yield using zero deposits,"Attacker can reduce reward yield for all stakers using zero-amount deposits that trigger reward rate recalculation",balance+manipulation
Sherlock,Zivoe 2024-03,High,Reward tokens locked via frequent depositReward() calls,"Significant reward tokens locked permanently via frequent small depositReward() calls that dilute the reward rate",balance+manipulation
Sherlock,Napier 2024-01,High,ERC4626 Vault Inflation Attack,"First depositor share inflation attack allows attacker to manipulate share price and steal subsequent depositor funds",flash+loan+arbitrage
Sherlock,Napier 2024-01,High,YT holders cannot receive portion of allocated principal,"YT holders cannot receive their portion of principal allocated by PT holders due to manipulation of yield distribution",balance+manipulation
Sherlock,Napier 2024-01,High,Missing zero amount check leads to loss of funds,"Missing zero amount validation in token transfer allows loss of funds through zero-value operation exploitation",token+integration
Sherlock,Napier 2024-01,High,Share Inflation For Base LST Adapter,"Share inflation vulnerability in BaseLSTAdapter allows first depositor to steal funds from subsequent depositors",flash+loan+arbitrage
Sherlock,Napier 2024-01,High,Vault inflation attack in StEtherAdapter::prefundedDeposit(),"ERC4626-like inflation attack on StEtherAdapter prefundedDeposit function via share price manipulation",flash+loan+arbitrage
Sherlock,Napier 2024-01,High,BaseLPTAdapter susceptible to vault inflation attacks,"Concrete implementations of BaseLPTAdapter are susceptible to vault inflation attacks through share manipulation",flash+loan+arbitrage
Sherlock,Napier 2024-01,High,Attacker can steal unclaimedYield from any account,"An attacker can steal unclaimedYield from any account in the Tranche contract by exploiting yield claim logic",balance+manipulation
Sherlock,Perpetual 2024-02,High,Increasing Exposure of SpotHedgeMaker and OracleMaker,"Attacker can artificially increase exposure of SpotHedgeMaker and OracleMaker to manipulate protocol risk parameters",price+manipulation
Sherlock,Perpetual 2024-02,High,Delta Neutral Position enables OracleMaker LP profit,"Opening a delta neutral position enables OracleMaker LP to profit at the expense of SpotHedgeMaker LP unfairly",price+manipulation
Sherlock,Perpetual 2024-02,High,Instant arbitrage opportunity in OracleMaker,"Instant arbitrage opportunity in OracleMaker allows attackers to extract value from the protocol without risk",flash+loan+arbitrage
Sherlock,Perpetual 2024-02,High,Whale LPs can make admin risk controls ineffective,"Whale LPs can make the admin's risk control parameters ineffective by overwhelming position limits",governance+attack
Sherlock,Perpetual 2024-02,High,Draining maker through funding fee,"Attacker can drain maker contract through manipulation of funding fee calculations over multiple epochs",balance+manipulation
Sherlock,Perpetual 2024-02,High,Arbitrage via different prices returned by Oracle,"Arbitrage can be conducted using different prices returned by the Oracle for the same asset at different query points",oracle+staleness
Sherlock,Perpetual 2024-02,High,LP can instantly arbitrage and drain Maker via Pyth price update,"LP can instantly arbitrage and drain any Maker by updating the Pyth price within the same transaction",oracle+staleness
Sherlock,Perpetual 2024-02,High,Attackers can lock market funds and steal maker funds,"Attackers can lock market funds prevent normal execution of transactions and steal funds from the maker contract",balance+manipulation
Sherlock,Goat Trading 2024-03,High,Liquidity provider can grief LP rewards,"A liquidity provider can grief other LP users rewards by manipulating the reward distribution mechanism",balance+manipulation
Sherlock,Goat Trading 2024-03,High,Hacker can steal fee from LPs,"Hacker can steal accumulated fees from liquidity providers by exploiting fee collection vulnerability",balance+manipulation
Sherlock,Midas 2024-05,High,User Can Self-Revoke BLACKLISTED_ROLE,"Users can call renounceRole to remove their own BLACKLISTED_ROLE bypassing the blacklist access control mechanism",access+control
Sherlock,Midas 2024-05,High,BLACKLISTED_ROLE can be renounced by anyone,"BLACKLISTED_ROLE role can be renounced by the blacklisted user themselves due to inherited renounceRole from AccessControl",access+control
Sherlock,Midas 2024-05,High,Blacklisted users bypass mTBILL ban via renounceRole,"MidasAccessControl allows blacklisted users to bypass mTBILL trading ban by renouncing the BLACKLISTED_ROLE",access+control
Sherlock,Predict.fun 2024-09,High,Malicious borrower extracts collateral through refinancing,"Malicious borrower can extract collateral through refinancing of loans with borrowed collateral causing lender fund loss",cross-contract+interaction
