source,severity,property_id,code_path,title,description_excerpt,keyword_matched
lodestar_fusaka,vulnerability,PROP-56ad1eb2-inv-032,packages/beacon-node/src/network/processor/gossipHandlers.ts::validateBeaconDataColumn::L300-308,"Cache key (blockRootHex, index) excludes signature field. Attacker submits sidecar_1 with valid signature (enters cache), then sidecar_2 with invalid signature but same header → cache hit at L301 returns cached entry without executing validateGossipD","Attacker sends valid DataColumnSidecar to populate cache, then resubmits with forged signature. Cache hit causes early return (L307) before validation, accepting and rebroadcasting invalid-signature sidecar to peers via P2P gossip.",signature+replay/validation; P2P/gossip+validation; JWT/auth+bypass; cache/index+collision; inclusion+proof/merkle
lodestar_fusaka,vulnerability,PROP-6a4369e9-inv-012,packages/beacon-node/src/network/processor/gossipHandlers.ts::validateBeaconDataColumn::L296-308,"Deduplication uses blockRootHex (hash of full BeaconBlockHeader including bodyRoot) instead of (slot, proposer_index) as spec requires. This allows equivocating proposers to have multiple data column sidecars accepted for the same (slot, proposer_ind","Malicious proposer creates two blocks A and B at same slot with different bodies (different bodyRoot), producing valid signatures and data column sidecars for column index 0 for both. Both sidecars pass validation and are cached separately (different blockRootHex values), violating spec requirement to accept only the first sidecar for tuple (slot, proposer_index, index).",signature+replay/validation; storage/proxy+delegatecall; P2P/gossip+validation; cache/index+collision; inclusion+proof/merkle
lodestar_fusaka,vulnerability,PROP-6a4369e9-inv-013,packages/beacon-node/src/chain/validation/dataColumnSidecar.ts::validateGossipDataColumnSidecar::L178-180,"The anti-equivocation check (spec requirement #12) is delegated to seenGossipBlockInput which keys by blockRootHex. Two equivocating columns (same slot, proposer, index but different content/signatures) have different blockRootHex values, so both pas","Malicious proposer sends two DataColumnSidecars for (slot=N, proposer=V, index=I) with different content and valid signatures. Both are accepted and stored under different blockRootHex keys, enabling equivocation attacks.",signature+replay/validation; storage/proxy+delegatecall; P2P/gossip+validation; cache/index+collision; inclusion+proof/merkle
lodestar_fusaka,vulnerability,PROP-6a4369e9-inv-043,packages/beacon-node/src/network/reqresp/utils/dataColumnResponseValidation.ts::handleColumnSidecarUnavailability::L58,"Logic inverted: function returns early when blobsCount > 0 (line 58), preventing RESOURCE_UNAVAILABLE error. When a block has blobs but node is missing custody columns, it yields partial sidecars instead of throwing error, violating all-or-nothing re","Attacker requests data columns by range. Node missing some custody columns for a blob-containing block returns partial response instead of RESOURCE_UNAVAILABLE, violating consistency and breaking data availability assumptions.",KZG/blob+commitment
lodestar_fusaka,vulnerability,PROP-6a4369e9-inv-037,packages/beacon-node/src/chain/validation/dataColumnSidecar.ts::validateBlockDataColumnSidecars::L296-370,validateBlockDataColumnSidecars validates kzgProofs.length == kzgCommitments.length (L324) but does NOT validate column.length == kzgCommitments.length. cellIndices/cells arrays use column.length (L346-347) while commitments/proofs use kzgCommitments,"Attacker sends DataColumnSidecar via sync protocol (downloadByRoot/downloadByRange) where column.length != kzgCommitments.length. validateBlockDataColumnSidecars builds arrays with mismatched lengths and passes them to native KZG library, causing undefined behavior, incorrect verification, or crash.",KZG/blob+commitment; state+transition/SSZ; inclusion+proof/merkle
lodestar_fusaka,vulnerability,PROP-6a4369e9-post-002,packages/beacon-node/src/chain/validation/dataColumnSidecar.ts::validateGossipDataColumnSidecar::L23-181,"Validation checks execute in wrong order: expensive getBlockSlotState (check 7, line 101) runs before cheap signature verification (check 5, line 129). Spec mandates check 5 before check 7 to minimize wasted work on invalid messages.","Attacker floods P2P network with data column sidecars having valid headers but invalid proposer signatures. Each message triggers expensive state lookups before rejection, exhausting node resources and degrading network performance.",workflow+router/report; signature+replay/validation; storage/proxy+delegatecall; P2P/gossip+validation; cache/index+collision
lodestar_fusaka,vulnerability,PROP-6a4369e9-pre-008,packages/beacon-node/src/network/reqresp/handlers/dataColumnSidecarsByRange.ts::validateDataColumnSidecarsByRangeRequest::L124-144,"The validateDataColumnSidecarsByRangeRequest function lacks epoch range validation against MIN_EPOCHS_FOR_DATA_COLUMN_SIDECARS_REQUESTS (confirmed by TODO at line 134). The parallel byRoot handler implements this check (lines 18-23), but byRange does","Attacker sends P2P DataColumnSidecarsByRange request with startSlot from epoch older than currentEpoch - 4096. Handler processes request instead of rejecting, causing unnecessary DB queries and violating spec requirement that peers MUST support only the serve range window.",storage/proxy+delegatecall; P2P/gossip+validation; inclusion+proof/merkle
lodestar_fusaka,vulnerability,PROP-6a4369e9-inv-027,packages/beacon-node/src/network/reqresp/handlers/dataColumnSidecarsByRange.ts::validateDataColumnSidecarsByRangeRequest::L124-144,"The validation function is missing the required epoch range check: max(current_epoch - MIN_EPOCHS_FOR_DATA_COLUMN_SIDECARS_REQUESTS, FULU_FORK_EPOCH). Only GENESIS_SLOT is validated (L135). The TODO comment at L134 confirms this is unimplemented, whi","Attacker sends DataColumnSidecarsByRangeRequest with startSlot from epochs before max(current_epoch - 4096, FULU_FORK_EPOCH), bypassing validation. Node wastes resources attempting to serve data columns from epochs it's not required to retain, or serves incorrect partial data.",storage/proxy+delegatecall; consensus+fork/split; JWT/auth+bypass; inclusion+proof/merkle
nethermind_fusaka,vulnerability,PROP-1ada093f-inv-041,src/Nethermind/Nethermind.Serialization.Rlp/Rlp.cs::DecodeArrayPool::L230-241,"DecodeArrayPool lacks per-item exception isolation; one malformed blob tx throws RlpException which propagates through ProtocolHandlerBase.Deserialize (re-throws at L54), causing entire TransactionsMessage batch to fail and peer disconnect at ZeroNet","Attacker sends TransactionsMessage containing 99 valid txs plus 1 blob tx with malformed RLP blob wrapper; DecodeByteArrays throws RlpException on invalid sequence prefix, batch decode fails mid-loop, all 99 valid txs are lost, peer is disconnected with DisconnectReason.Exception.",overflow/underflow+arithmetic; DoS/revert+gas_limit; KZG/blob+commitment; P2P/gossip+validation; state+transition/SSZ
nethermind_fusaka,potential-vulnerability,PROP-aa9e39fd-inv-008,src/Nethermind/Nethermind.TxPool/Filters/MalformedTxFilter.cs::Accept::L21-22,"TxPool and BlockValidator share the same TxValidator singleton that enforces Eip7825Constants.DefaultTxGasLimitCap (16,777,216). However, TxPool uses GetCurrentHeadSpec() while BlockValidator uses GetSpec(block.Header), creating a race window during ","During EIP-7825 fork activation at block N, submit transaction with gasLimit=20M. TxPool accepts it (old spec, cap=MaxValue), peers broadcast it, but block producers reject it when building block N (new spec, cap=16,777,216). This creates mempool pollution and wastes network bandwidth on un-mineable transactions.",front-running/MEV+sandwich; DoS/revert+gas_limit; consensus+fork/split; P2P/gossip+validation
nethermind_fusaka,potential-vulnerability,PROP-aa9e39fd-inv-009,src/Nethermind/Nethermind.TxPool/Filters/GasLimitTxFilter.cs::Accept::L19-38,"GasLimitTxFilter uses Min(blockGasLimit, configuredGasLimit) without incorporating EIP-7825 cap (16777216). Transactions with gasLimit > 16777216 are accepted into mempool if blockGasLimit permits, bypassing the spec cap until HeadTxValidator evicts ","Attacker submits transactions with gasLimit between 16777216 and blockGasLimit (e.g., 20M when blockGasLimit=30M). Transactions are accepted into mempool, broadcast to network, consume resources until next head change triggers eviction. Repeated submissions cause sustained mempool pollution.",workflow+router/report; front-running/MEV+sandwich; DoS/revert+gas_limit; storage/proxy+delegatecall; P2P/gossip+validation; JWT/auth+bypass
nethermind_fusaka,vulnerability,PROP-5a6a79d5-inv-059,src/Nethermind/Nethermind.Crypto/IBlobProofsManager.cs::ValidateHashes::L44-65,"ValidateHashes uses mismatched loop bounds: first loop iterates blobVersionedHashes.Length (hash format check), second loop iterates blobs.Blobs.Length (commitment validation). No length equality assertion between arrays. If lengths differ, either ar","Attacker sends blob tx with more BlobVersionedHashes than wrapper.Blobs. Extra hashes pass format check in first loop but skip commitment validation in second loop, breaking integrity guarantee that every hash commits to an actual blob.",overflow/underflow+arithmetic; DoS/revert+gas_limit; KZG/blob+commitment; JWT/auth+bypass; cache/index+collision
nethermind_fusaka,vulnerability,PROP-aa9e39fd-pre-002,src/Nethermind/Nethermind.Consensus/Processing/BlockProcessor.cs::ProcessOne::L56-70,Block transactions execute before gas cap validation. BlockProcessor.ProcessOne calls ProcessBlock (L62) which executes transactions (L106) without invoking ValidateSuggestedBlock. Gas cap validator (GasLimitCapTxValidator.IsWellFormed) exists but is,"Attacker constructs block with transactions exceeding EIP-7825 gas cap and propagates via P2P. BlockchainProcessor enqueues block, BranchProcessor calls BlockProcessor.ProcessOne which executes all transactions before any validation, consuming excessive gas and enabling DoS.",DoS/revert+gas_limit; consensus+fork/split; P2P/gossip+validation
nimbus_fusaka,vulnerability,PROP-6a4369e9-inv-047,beacon_chain/spec/peerdas_helpers.nim::handle_custody_groups::L50-65,"The while loop at line 50 terminates only when HashSet size equals custody_group_count. However, all inserted elements are bounded by mod NUMBER_OF_CUSTODY_GROUPS (line 58-59), so the set saturates at 128 elements. When peer-reported custody_group_co","Malicious peer advertises custody_group_count = 2^32 via P2P metadata. When victim calls checkPeerCustody or matchIntersection during data column sync, handle_custody_groups enters infinite loop, freezing the requesting thread and causing DoS.",workflow+router/report; DoS/revert+gas_limit; KZG/blob+commitment; P2P/gossip+validation; cache/index+collision
nimbus_fusaka,potential-vulnerability,PROP-6a4369e9-inv-036,beacon_chain/validators/message_router.nim::routeSignedBeaconBlock::L161-167,"Node subscribes only to custody group subnets (~8-16 of 128 total) via nimbus_beacon_node.nim:1350-1352, but when proposing broadcasts ALL 128 data columns to their respective subnets. This violates gossipsub protocol requirement to subscribe before ","Proposer nodes attempt to publish to unsubscribed topics causing libp2p errors, failed message delivery, or peer reputation degradation. Not externally exploitable but causes operational failures.",workflow+router/report; signature+replay/validation; P2P/gossip+validation; state+transition/SSZ
nimbus_fusaka,vulnerability,PROP-6a4369e9-inv-008,beacon_chain/consensus_object_pools/blob_quarantine.nim::getIndex::L236-237,"The gossip path validates index < NUMBER_OF_COLUMNS via verify_data_column_sidecar (peerdas_helpers.nim:356), but the sync path (request_manager.nim:190, validator_custody.nim:168) only calls verify_data_column_sidecar_inclusion_proof, which omits in","A malicious peer serving sync requests can send data column sidecars with index >= 128. When the node processes these via checkColumnResponse and puts them in ColumnQuarantine, the getIndex function performs an unchecked array access to indexMap[index], causing a crash or memory corruption since indexMap is only sized to NUMBER_OF_COLUMNS (128).",workflow+router/report; overflow/underflow+arithmetic; consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; cache/index+collision; memory+safety/bounds; inclusion+proof/merkle
nimbus_fusaka,vulnerability,PROP-6a4369e9-inv-009,beacon_chain/gossip_processing/gossip_validation.nim::validateDataColumnSidecar::L586-716,"validateDataColumnSidecar lacks epoch-specific max_blobs_per_block validation that exists in validateBeaconBlock (L383-388). verify_data_column_sidecar only checks kzg_commitments.len > 0 and consistency with column.len, allowing sidecars with excess","Attacker sends data column sidecar via P2P with kzg_commitments.len exceeding epoch's max_blobs_per_block (e.g., 100 commitments when limit is 6). Sidecar passes all validation checks and is accepted, causing state inconsistency or resource exhaustion during block reconstruction.",KZG/blob+commitment; P2P/gossip+validation
nimbus_fusaka,vulnerability,PROP-57888860-inv-029,beacon_chain/spec/peerdas_helpers.nim::get_data_column_sidecars::L275-276,"Code adds entire cells/proofs arrays instead of selecting column-specific elements: uses cellsAndProofs[i].cells instead of cellsAndProofs[i].cells[column_index], causing each sidecar.column to contain NUMBER_OF_COLUMNS * blob_count cells instead of ","Malicious block proposer or validator provides crafted CellsAndProofs that exploit the missing column index, causing data column sidecars with incorrect cell counts that fail validation at gossip recipients, leading to network-wide block propagation failure or consensus disruption.",consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; cache/index+collision
nimbus_fusaka,vulnerability,PROP-6a4369e9-inv-010,beacon_chain/sync/request_manager.nim::requestDataColumnSidecarsByRoot::L176-194,"Sync-received data columns bypass length validation. Gossip path validates via verify_data_column_sidecar (peerdas_helpers.nim:362-364), but sync path only checks inclusion proof in checkColumnResponse (request_manager.nim:190), never calling verify_","Attacker sends DataColumnSidecar over sync protocol with mismatched array lengths (e.g., column.len=6, kzg_proofs.len=4). Block processor calls verify_data_column_sidecar_kzg_proofs which passes mismatched arrays to verifyCellKzgProofBatch, causing out-of-bounds access or crash.",KZG/blob+commitment; P2P/gossip+validation; state+transition/SSZ; JWT/auth+bypass; memory+safety/bounds; inclusion+proof/merkle
nimbus_fusaka,vulnerability,PROP-57888860-pre-002,beacon_chain/sync/request_manager.nim::checkColumnResponse::L176-194,"Sync path validates only inclusion proof (L190) before quarantine insertion (L437), bypassing length equality check in verify_data_column_sidecar. When block_processor calls verify_data_column_sidecar_kzg_proofs directly (L687), mismatched arrays rea","Attacker sends DataColumnSidecar via beaconDataColumnsByRoot with column.len ≠ kzg_commitments.len. Sync validates inclusion proof only, adds to quarantine. Block processor calls KZG batch verification with mismatched array lengths (cellIndices uses column.len, but commitments/proofs have different lengths), causing undefined behavior in C library.",KZG/blob+commitment; JWT/auth+bypass; inclusion+proof/merkle
nimbus_fusaka,vulnerability,PROP-6a4369e9-inv-049,beacon_chain/networking/eth2_network.nim::peerPingerHeartbeat::L2211-2236,"Metadata refresh uses fixed 30-minute timer (MetadataRequestFrequency, line 2208) with no fork-aware acceleration. At Fulu activation, existing peers retain custody_group_count=0 for up to 30 minutes because peerPingerHeartbeat (line 2211) checks onl","All peers connected before Fulu fork retain stale custody_group_count=0 for up to 30 minutes. matchIntersection filter (line 374-384) computes zero overlap with remoteCustodyGroupCount=0, blocking data column sync network-wide during the critical fork transition window.",timestamp/deadline+expiry; consensus+fork/split; P2P/gossip+validation
nimbus_fusaka,potential-vulnerability,PROP-57888860-pre-007,beacon_chain/spec/peerdas_helpers.nim::get_data_column_sidecars::L239-289,"The function lacks validation ensuring cellsAndProofs.len equals blob_kzg_commitments.len. Lines 274-276 iterate over cellsAndProofs.len to extract cells/proofs, while line 281 assigns ALL commitments from the block, creating potential semantic misma","If a caller provides mismatched lengths (e.g., cellsAndProofs.len=3 but commitments.len=4), the constructed DataColumnSidecars would contain inconsistent commitments and cell data, causing validation failures at peers and potential DoS via invalid gossip.",signature+replay/validation; DoS/revert+gas_limit; KZG/blob+commitment; P2P/gossip+validation
nimbus_fusaka,vulnerability,PROP-6a4369e9-inv-011,beacon_chain/sync/request_manager.nim::checkColumnResponse::L190,"Sync request-response path bypasses empty kzg_commitments check. While gossip validation (line 359 of peerdas_helpers.nim) rejects empty kzg_commitments, the sync path only calls verify_data_column_sidecar_inclusion_proof (line 190), which validates ","Attacker responds to DataColumnsByRoot requests with data columns having empty kzg_commitments. Empty list has valid Merkle root, passes inclusion proof check, gets stored in quarantine and DB, then served to other peers.",storage/proxy+delegatecall; KZG/blob+commitment; P2P/gossip+validation; JWT/auth+bypass; inclusion+proof/merkle
nimbus_fusaka,vulnerability,PROP-6a4369e9-asm-003,beacon_chain/validators/message_router.nim::routeSignedBeaconBlock::L115-131,"Fulu blocks skip blob KZG validation before calling computeCells. Lines 115-131 validate blobs only for Deneb/Electra forks, while Fulu path (L155-193) directly broadcasts data columns without validating the source blobs. Invalid blobs from local EL ","Malicious/buggy local EL provides blob with KZG commitment mismatch. Validator calls assemble_data_column_sidecars which invokes computeCells without validation (peerdas_helpers.nim:325), producing invalid cells that are broadcast to the network, corrupting DAS data availability.",workflow+router/report; signature+replay/validation; consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation
nimbus_fusaka,vulnerability,PROP-6a4369e9-post-003,beacon_chain/gossip_processing/block_processor.nim::processBlock::L896,"Data columns from Engine API are discarded: processBlock hardcodes Opt.none(DataColumnSidecars) at line 896 instead of passing entry.columns to storeBlock, causing API-sourced columns to skip gossip validation (validateDataColumnSidecar) that gossip-","Validator imports block with malformed data columns via Engine API; columns bypass KZG proof verification and inclusion proof checks that gossip path enforces, causing incorrect blob availability tracking and potential consensus divergence.",consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; JWT/auth+bypass; inclusion+proof/merkle
nimbus_fusaka,vulnerability,PROP-57888860-inv-027,beacon_chain/spec/peerdas_helpers.nim::assemble_data_column_sidecars::L327-328,"The function assumes cell_proofs contains exactly blobs.len * CELLS_PER_EXT_BLOB elements but performs no validation. Line 328 performs unchecked indexed access cell_proofs[i * CELLS_PER_EXT_BLOB + j]. None of the three callers (RPC handler, EL respo","Attacker submits block via RPC with N blobs but fewer than N*CELLS_PER_EXT_BLOB proofs. When assemble_data_column_sidecars executes line 328, out-of-bounds access triggers IndexDefect panic, crashing the node (DoS).",workflow+router/report; overflow/underflow+arithmetic; DoS/revert+gas_limit; KZG/blob+commitment; P2P/gossip+validation; cache/index+collision; memory+safety/bounds
nimbus_fusaka,vulnerability,PROP-57888860-pre-006,beacon_chain/spec/peerdas_helpers.nim::assemble_data_column_sidecars::L328,"Missing bounds check before array access. Function assumes cell_proofs.len >= blobs.len * CELLS_PER_EXT_BLOB but no validation exists at any call site (RPC, EL paths, block recovery). Proof fails because REST API and EL interfaces accept external/unt","Attacker sends REST API request to /eth/v2/beacon/blocks with N blobs but fewer than N * CELLS_PER_EXT_BLOB proofs. Line 328 accesses cell_proofs[i * CELLS_PER_EXT_BLOB + j] out of bounds, causing IndexDefect and beacon node crash (DoS).",DoS/revert+gas_limit; KZG/blob+commitment; P2P/gossip+validation; cache/index+collision; memory+safety/bounds
prysm_fusaka,potential-vulnerability,PROP-6a4369e9-inv-036,beacon-chain/sync/subscriber_beacon_blocks.go::processDataColumnSidecarsFromExecution::L154,"Property claims broadcasts only occur on subscribed subnets. The code iterates over custody columns and broadcasts each, but line 154 passes sidecar.Index (column index) directly as the subnet parameter instead of computing the subnet via peerdas.Com","On a network with fewer subnets than columns (e.g., 64 subnets for 128 columns), a node would attempt to broadcast data columns on subnet IDs that equal high column indices (64-127), which are not valid subnet IDs and not subscribed, causing broadcast failures or publishing to unintended topics.",KZG/blob+commitment; P2P/gossip+validation; cache/index+collision
prysm_fusaka,vulnerability,PROP-6a4369e9-inv-042,beacon-chain/verification/data_column.go::inclusionProofKey::L527-547,"The cache key omits KzgCommitments (the data being proven), including only the inclusion proof and header hash. Two data columns with identical proofs/headers but different commitments produce the same cache key, causing the second to skip verificati","Attacker sends valid DataColumnSidecar A, then sends forged DataColumnSidecar M with same inclusion proof and header but malicious KzgCommitments. Cache lookup succeeds on M's key, bypassing full Merkle verification and accepting invalid commitments.",KZG/blob+commitment; JWT/auth+bypass; cache/index+collision; inclusion+proof/merkle
prysm_fusaka,vulnerability,PROP-57888860-asm-003,beacon-chain/execution/engine_client.go::ReconstructBlobSidecars::L641,"ELMemPoolRequirements is empty (verification/blob.go:77), so KZG proof verification (RequireSidecarKzgProofVerified) is skipped. GetBlobsV2 path (L714) bypasses verification entirely via NewVerifiedRODataColumn. Trust assumption contradicts semi-trus","Compromised EL sends blobs with invalid KZG proofs via GetBlobsV1/V2. CL accepts without cryptographic verification and propagates them as verified, corrupting network consensus with invalid blob data.",front-running/MEV+sandwich; consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; JWT/auth+bypass
prysm_fusaka,potential-vulnerability,PROP-6a4369e9-inv-025,beacon-chain/sync/rpc_data_column_sidecars_by_root.go::dataColumnSidecarByRootRPCHandler::L123,Storage contains data columns verified via RPC by_root (ByRootRequestDataColumnSidecarRequirements: 3 checks) mixed with gossip-validated columns (GossipDataColumnSidecarRequirements: 12 checks). RPC by_root handler serves from storage without re-val,"Attacker provides data column via RPC with valid KZG/inclusion proofs but invalid proposer signature. Node saves to storage, later serves it to peers via by_root RPC, violating the invariant that served sidecars must pass full gossip validation.",signature+replay/validation; storage/proxy+delegatecall; KZG/blob+commitment; P2P/gossip+validation; inclusion+proof/merkle
prysm_fusaka,potential-vulnerability,PROP-57888860-inv-027,beacon-chain/core/peerdas/reconstruction.go::ConstructDataColumnSidecars::L150-166,"Property claims each blob produces exactly CELLS_PER_EXT_BLOB (128) cell-proof pairs. Code calls kzg.ComputeCells() without validating len(cells)==128, then constructs proofs array with exactly 128 elements. If library returns >128 cells, excess cell","If c-kzg-4844 library bug or version mismatch causes ComputeCells() to return ≠128 cells, code silently accepts mismatched CellsAndProofs struct, violating the spec invariant and potentially causing data column reconstruction failures.",KZG/blob+commitment; P2P/gossip+validation
prysm_fusaka,vulnerability,PROP-ff7df16a-post-001,beacon-chain/blockchain/receive_block.go::executeStateTransitionStateGen::L516-517,"Deposit validation failures are wrapped as execReqErr, which is detected at receive_block.go:516 and returned as a raw error (L517) instead of being wrapped in invalidBlock. This violates the property that all deposit validation failures must termina","Attacker submits a P2P block with nil or invalid deposit request. The validation error returns as raw execReqErr rather than invalidBlock, bypassing proper block invalidation in fork choice and potentially allowing invalid blocks to propagate.",overflow/underflow+arithmetic; consensus+fork/split; P2P/gossip+validation; state+transition/SSZ; JWT/auth+bypass
prysm_fusaka,potential-vulnerability,PROP-56ad1eb2-inv-032,beacon-chain/sync/validate_beacon_blocks.go::detectAndBroadcastEquivocation::L498-501,"Signature verification is bypassed when a seen block arrives but the chain head has moved to a different (slot, proposer). The equivocation detector early-returns without calling VerifyProposerSlashing if headBlock slot/proposer doesn't match incomin","Attacker sends Block A (valid) at slot N which becomes head and is cached. Chain advances to slot N+1. Attacker resends slot N with same proposer but crafted invalid signature. The seen-cache triggers equivocation check, but head mismatch causes early return at L498-501, bypassing signature verification entirely.",workflow+router/report; signature+replay/validation; storage/proxy+delegatecall; JWT/auth+bypass; cache/index+collision
prysm_fusaka,vulnerability,PROP-56ad1eb2-inv-006,beacon-chain/state/state-native/state_trie.go::InitializeFromProtoUnsafeFulu::L649-652,"The invariant is enforced at runtime via SetProposerLookahead (validates length on L18-19), but InitializeFromProtoUnsafeFulu bypasses this check by directly copying the protobuf field without validation (L649-652). States deserialized from SSZ or lo","An attacker provides a malicious checkpoint state via SSZ with proposer_lookahead length != 64. The SSZ deserializer (configfork.go:171) or database loader (state.go:552) calls InitializeFromProtoUnsafeFulu, which accepts the invalid length. Subsequent ProcessProposerLookahead calls assume correct length for array indexing (transition.go:34-35), causing out-of-bounds access or incorrect proposer s",storage/proxy+delegatecall; consensus+fork/split; state+transition/SSZ; JWT/auth+bypass; cache/index+collision; memory+safety/bounds
prysm_fusaka,vulnerability,PROP-6a4369e9-inv-012,beacon-chain/sync/validate_data_column.go::validateDataColumn::L157-158,"TOCTOU race: hasSeenDataColumnIndex check (L157) happens during validation, but setSeenDataColumnIndex (subscriber_data_column_sidecar.go:42) only executes after ValidationAccept is returned and the handler runs. Two identical sidecars arriving concu","Attacker broadcasts two identical data column sidecars to different peers; both arrive at victim node simultaneously, pass validation concurrently (both see cache miss), both return ValidationAccept before either marks the tuple as seen in the cache, resulting in duplicate acceptance.",P2P/gossip+validation; cache/index+collision
prysm_fusaka,vulnerability,PROP-6a4369e9-inv-026,beacon-chain/sync/rpc_data_column_sidecars_by_root.go::dataColumnSidecarByRootRPCHandler::L123-141,The RPC handler serves data columns directly from storage without verifying their parent block passed state transition. Data columns are saved asynchronously (subscriber_beacon_blocks.go:40) before block validation completes (L42). The storage retrie,Attacker proposes a block with invalid state transition. The execution-side data column reconstruction (processDataColumnSidecarsFromExecution) runs async and saves columns to storage before ReceiveBlock validation fails. Peers requesting via DataColumnSidecarsByRoot RPC receive invalid sidecars during the race window.,storage/proxy+delegatecall; P2P/gossip+validation; state+transition/SSZ; inclusion+proof/merkle
prysm_fusaka,vulnerability,PROP-6a4369e9-inv-028,beacon-chain/sync/rpc_blob_sidecars_by_range.go::BlobRPCMinValidSlot::L136-148,"Missing Fulu deprecation check. After FULU_FORK_EPOCH + MIN_EPOCHS, BlobRPCMinValidSlot still calculates minStart = currEpoch - minReqEpochs, allowing recent blobs to be served indefinitely. Should reject all requests or return far-future slot once d","After current epoch >= FULU_FORK_EPOCH + MIN_EPOCHS_FOR_BLOB_SIDECARS_REQUESTS, peer sends BlobSidecarsByRangeRequest for recent slots. Handler serves blobs instead of responding empty, violating protocol deprecation requirement and preventing migration to data columns.",timestamp/deadline+expiry; storage/proxy+delegatecall; consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; state+transition/SSZ
prysm_fusaka,vulnerability,PROP-6a4369e9-inv-043,beacon-chain/sync/rpc_data_column_sidecars_by_range.go::streamDataColumnBatch::L164-165,"The quota check exits immediately when quota reaches zero, breaking out of the sidecar loop mid-block. This violates atomicity: if Block B has sidecars [1,2,3] and quota=2, only sidecars 1 and 2 are sent, leaving sidecar 3 unsent despite sidecar 1 be","Attacker requests a large range forcing quota exhaustion mid-block. Peer receives partial sidecars for the final block, causing reconstruction failure or wasted bandwidth as the incomplete set is below the PeerDAS threshold required for data availability.",flash+loan/atomic; DoS/revert+gas_limit; KZG/blob+commitment; P2P/gossip+validation
prysm_fusaka,vulnerability,PROP-56ad1eb2-inv-014,config/params/loader.go::UnmarshalConfig::L56-70,"Config loader performs YAML unmarshaling into BlobSchedule with no validation that MaxBlobsPerBlock entries are <= 4096. This allows misconfigured nodes to accept BlobSchedule values above the SSZ hard limit (MAX_BLOB_COMMITMENTS_PER_BLOCK=4096), cre","An attacker distributes a malicious config file with BLOB_SCHEDULE: [{EPOCH: 0, MAX_BLOBS_PER_BLOCK: 5000}]. Nodes loading this config will accept blocks with up to 5000 KZG commitments in verifyBlobCommitmentCount (payload.go:239), but such blocks cannot be transmitted over P2P due to SSZ's 4096 hard limit (conversions_block.go:1367, fieldparams/mainnet.go:29). This causes honest validators to pr",price+feed/oracle; consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; state+transition/SSZ
prysm_fusaka,vulnerability,PROP-6a4369e9-inv-013,beacon-chain/rpc/prysm/v1alpha1/validator/proposer.go::broadcastAndReceiveDataColumns::L502-504,"Locally-produced data columns bypass anti-equivocation cache. The broadcastAndReceiveDataColumns path saves columns via ReceiveDataColumns but never calls setSeenDataColumnIndex, while the gossip subscriber path (receiveDataColumnSidecar:L42) does up","Validator produces and broadcasts data columns which are saved to storage but not marked in the anti-equivocation cache, creating cache inconsistency that could allow duplicate column acceptance if re-submitted through different paths or enable equivocation detection bypass.",storage/proxy+delegatecall; P2P/gossip+validation; JWT/auth+bypass; cache/index+collision
prysm_fusaka,potential-vulnerability,PROP-6a4369e9-inv-029,beacon-chain/sync/rpc_blob_sidecars_by_range.go::streamBlobBatch::L21-58,"The streamBlobBatch function serves all blobs in the requested range without checking if blob epoch < FULU_FORK_EPOCH. MaxBlobsForEpoch() is used only for iteration count, not filtering. No epoch-based guard exists in blobSidecarsByRangeRPCHandler or","During transition near FULU_FORK_EPOCH, a peer requests blob_sidecars_by_range with a range spanning the fork boundary. The handler serves blobs from both pre-Fulu and post-Fulu epochs without filtering, violating the protocol requirement that only pre-Fulu blobs should be served via this RPC after the fork.",consensus+fork/split; KZG/blob+commitment; P2P/gossip+validation; state+transition/SSZ
prysm_fusaka,potential-vulnerability,PROP-56ad1eb2-inv-015,config/params/config.go::MaxBlobsPerBlock::L700-724,"The Fulu spec mandates returning Electra blob limit (9) when no BlobSchedule entry matches, regardless of epoch. Current code returns epoch-dependent fallback (6 for Deneb-era, 9 for Electra-era), violating spec. Since Fulu is not yet activated (Fulu","If Fulu activates without updating this logic, nodes querying epochs with no BlobSchedule match would enforce incorrect blob limits for pre-Electra historical epochs, potentially causing consensus splits during sync or validation.",consensus+fork/split; KZG/blob+commitment
prysm_fusaka,vulnerability,PROP-6a4369e9-pre-008,beacon-chain/sync/rpc_data_column_sidecars_by_range.go::dataColumnSidecarsByRangeRPCHandler::L72-74,"When requests fall outside data_column_serve_range, validateDataColumnsByRange returns nil (L198-200), causing the handler to return nil (L72-74) which sends a success response with zero sidecars instead of responseCodeResourceUnavailable as required","Attacker sends DataColumnSidecarsByRangeRequest with startSlot before minValidSlot or after currentSlot. Server responds with success (code 0x00) and empty data instead of ResourceUnavailable (code 0x03), violating P2P spec expectations.",storage/proxy+delegatecall; P2P/gossip+validation
